Item_ID	Sentence	Expression
133784:17	and i wonder if maybe i should have used a gloss.	maybe
133794:17	but i think 0 maybe, uh,	maybe
134199:10	well, certainly some of the top end ones.	certainly
134230:33	up, up there, maybe, maybe you guys don't have as, uh, big a problem with air pollution as many, do you?	maybe
134230:41	up, up there, maybe, maybe you guys don't have as, uh, big a problem with air pollution as many, do you?	maybe
134283:5	probably only once every couple of years do we ever have pollution so bad that they have *-1 to po-, post warnings *ich*-2 now, you know, as far as health concerns.	probably
134311:15	and all wisconsin has probably the most extensive number of, uh, bike trails for recreational use of any of the states.	probably
134334:5	maybe to you and i who *t*-1 have grown up in some in, uh, uh, some more beautiful parts of the country, uh, i think that, that, uh, we become a little more aware *ich*-2, uh, rather quickly of, of what *t*-3's happening with air pollution and how, uh, how horrible it really is *t*-4.	maybe
134392:89	but, i, um, tend to all the, planting the annuals and, and the spraying and, um, *-1 taking care of them and maybe putting flowers in, you know, throughout that season, and later on maybe planting some mums and that kind of stuff and, um, any kind of decorating for the holidays, you know,	maybe
134392:130	but, i, um, tend to all the, planting the annuals and, and the spraying and, um, *-1 taking care of them and maybe putting flowers in, you know, throughout that season, and later on maybe planting some mums and that kind of stuff and, um, any kind of decorating for the holidays, you know,	maybe
134484:5	maybe one of these days i'll have *-1 to get out there and mow,	maybe
134632:11	it's definitely new frontier stuff.	definitely
134751:56	it's, it's, it's something *ich*-1 definitely that, uh, you know,	definitely
134782:14	it's still probably going,	probably
134786:43	but the economy the way 0 it is *t*-1 all over, they probably cut back on on that, because it's not,	probably
134868:101	and, uh, right now we're in a, uh, i guess 0 it's *rnr*-2 either a zero lot line or a garden home. which you might call it *t*-1.	might
135182:26	well, i'm sure 0 you probably are *?*.	probably
135258:17	well, they're probably easier than * keeping dogs, though, aren't they *?*.	probably
135267:10	and you probably have *-1 to clean out the tank too.	probably
135298:50	and so you'd have *-1 to start all over *-2 to build that up probably.	probably
135368:16	well, they're probably hardy, harder 0 * to take care of *t*-1	probably
135465:13	we might, right. we might decide what *t*-1's proper and what *t*-2 isn't *?*,	might
135465:29	we might, right. we might decide what *t*-1's proper and what *t*-2 isn't *?*,	might
135672:8	i probably have missed the last few since i've been back in school.	probably
135716:16	so she couldn't possibly turn them out like some of these popular writers,	possibly
135754:7	and maybe that turns people off,	maybe
135823:40	so you, you, you probably go everywhere and have all sorts of weather.	probably
136170:10	and i maybe watched it for a week	maybe
136286:27	it snowed a little bit, um, probably about four days ago	probably
136382:35	um, i've, i've probably talked maybe to five people.	probably
136382:41	um, i've, i've probably talked maybe to five people.	maybe
136422:28	we've been getting quite a bit, maybe not quite as bad as some of the folks down around san antonio,	maybe
136432:14	but you're probably, what, about halfway across the state from san antonio, though, aren't you *?*?	probably
136603:50	well, the previous owner had a major problem with it, because, uh, oh probably a variety of things.	probably
136633:11	they're probably at an age where they don't want *-1 to spend any time with their parents *t*-2.	probably
136676:19	so i really do spend probably more time *ich*-1 with him than, than most, you know.	probably
136911:33	um, the furthest 0 i drove *t*-1 was probably texas,	probably
137037:18	well, and you can probably,	probably
137039:13	so you have probably a lot of green, and lot of real pretty things.	probably
137129:5	maybe those type of products sh-, should be for older kids.	maybe
137139:7	but maybe they are *?*.	maybe
137291:32	and you're trying *-1 to think oh, maybe i'll need this.	maybe
137305:8	you probably got your worth out of it anyway.	probably
137317:13	well, you probably are real careful of the brands 0 you buy *t*-1	probably
137318:47	and the, when you do buy things *t*-1, you probably watch what kind of, type of mumblex.	probably
137436:54	but that's my first trip back in, oh, goodness, um, um, thirty years maybe.	maybe
137540:10	uh, probably the, the last one that i went to california *t*-1	probably
137655:18	uh, football fans are probably the most fickle people in the world.	probably
137844:22	or somebody that *t*-1's maybe got a cadillac or lincoln and lexus dealership, uh	maybe
137906:36	this is a, uh, uh, probably suspension tied * into the brakes.	probably
137925:13	mississippi probably doesn't, mississippi probably doesn't have *-1 to worry too much.	probably
137925:29	mississippi probably doesn't, mississippi probably doesn't have *-1 to worry too much.	probably
137946:24	and the first winter down here was probably the worst winter 0 they'd seen *t*-1 in twenty years,	probably
138039:15	the lincoln ride is certainly good, too,	certainly
138062:111	but, uh, i think 0 they're, big city public schools by definition are having a, a tough time right now just from, uh, probably from budget cuts and, and everything else going on.	probably
138093:13	so it's maybe a hundred per grade.	maybe
138205:15	so life is not maybe as simple as it was *?* at one time,	maybe
138249:17	so i think that maybe that's effected it to some degree.	maybe
138254:18	i think 0 that probably does have, have something 0 *t*-1 to do with it,	probably
138393:31	whereas if you're ripping wood, you're probably better off with a, a table saw.	probably
138503:13	so that was probably my own fault that she didn't,	probably
138551:7	and maybe that was,	maybe
138640:47	but, i think 0 for * taking kids to a, probably people that *t*-1 take them to, uh, preschools and day-cares full time, oh, they would, i don't know, probably just feel a different,	probably
138640:125	but, i think 0 for * taking kids to a, probably people that *t*-1 take them to, uh, preschools and day-cares full time, oh, they would, i don't know, probably just feel a different,	probably
138681:91	i think 0 it's a trend that *t*-3's, that *t*-4's, that *t*-1's, uh, probably may go nationwide eventually because i think 0 national health is something that we all need *t*-2.	probably
138774:87	and i feel very strongly about, uh, children, and, uh, developed very strong feelings about this during our measles epidemic last year. where we certainly proved that we're not doing a very good job with preventive health care among children and particularly the children who *t*-1 need it most *t*-2.	certainly
139054:37	and other than that, you know, it would be maybe october and then in the spring	maybe
139140:44	but, uh, it's, uh, it's definitely different.	definitely
139243:85	you don't think about that as a career, a normal career, uh, when you're thinking of things that people might be doing *t*-1 *t*-2.	might
139292:8	you probably do a lot of that with scout scouting.	probably
139438:14	i was just probably three or four years,	probably
139633:99	now i've done it with, where you put, you cook the ri-, well, i guess 0 you probably could do it same way, but cook the rice and then take a can of like cream of mushroom soup or cream of chicken soup, and put a little bit of white wine in it *t*-1.	probably
139732:7	or maybe it's only half hour.	maybe
139962:27	um, you know, uh, maybe three hundred, four hundred feet elevation, uh, type variations from the valleys up to the hills, the hilltops.	maybe
140057:7	and probably a good, uh, student teacher ratio and things.	probably
140073:31	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy.	probably
140073:66	uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy.	maybe
140186:60	one year down in florida on a vacation, for father's day, my kids, years ago, maybe, uh, ten years ago, go, bought me a skunk from a exotic pet shop.	maybe
140458:8	it certainly is frightening.	certainly
140494:10	so i certainly hope 0 you have a nice new year.	certainly
140638:30	it's, it's certainly not a real upscale neighborhood,	certainly
140652:100	it, it, it, it does, it, it seems about, oh, probably average.	probably
140705:11	it's definitely not one of the, the smaller ones,	definitely
140884:30	have you praised it and given it a treat maybe when it does something outside *t*-1?	maybe
140959:15	you know, maybe you nee-, you can get it signed *-1 up this spring or summer for some of the dog obedience classes.	maybe
141103:68	and, uh, my husband and i will go out to dinner and come home and, um, probably not too late.	probably
141183:24	i think 0 in plano and maybe this area in texas, there's a lot of community activities that parents could join in *t*-1 with their kids.	maybe
141245:143	i, i personally feel that it *exp*-1 is extremely important * to be with your own child, um, for the, at least for the first two years of their lives. i mean, if you, can possibly swing it	possibly
141341:43	and so we have *-1 to plan anywhere from six, well really probably a year ahead of time so that everyone, can uh, start their, uh, vacation time.	probably
141419:10	well, maybe this year you can find a more central location.	maybe
141454:30	well, uh, uh, i guess 0 probably the last one 0 i went to *t*-1 i met so many people that i had not seen *t*-2 in probably ten, over ten years.	probably
141454:95	well, uh, uh, i guess 0 probably the last one 0 i went to *t*-1 i met so many people that i had not seen *t*-2 in probably ten, over ten years.	probably
141481:27	well, i think 0 that is probably why our is probably so interesting *t*-1 is cause we don't have them that often	probably
141481:41	well, i think 0 that is probably why our is probably so interesting *t*-1 is cause we don't have them that often	probably
141541:17	maybe, maybe you will get lucky and get a girl this time.	maybe
141583:7	but maybe that riding place that *t*-2 is north of town that she goes to *t*-1.	maybe
141633:11	well you probably know a peace group that, uh, that they are advanced type. that they are special, well, uh, classes for peace classes.	probably
141946:8	we certainly get enough coverage.	certainly
142100:18	i think 0 that might be true.	might
142175:17	but my golf clubs will probably rust before i get *-1 to use them again	probably
142177:13	and it is probably going *-1 to be six to eight years before they go to college.	probably
142188:16	well, they would probably never make it then	probably
142252:17	i put mine in probably in november.	probably
142279:19	but they make it through probably winter and spring.	probably
142413:23	like i said, we are probably as far as you can get from the seven eleven and still be in texas.	probably
142628:69	i think 0 i am going *-1 to put something like a brown on it, on the outside. and maybe, a little deeper brown *ich*-2 in the entry way or something so it will stand out a little.	maybe
142673:65	but and the only thing 0 i would consider * doing, a professional, maybe doing that,	maybe
142735:34	oh, i think 0 that is what we might have *-1 to do *t*-2 with this chimney,	might
142745:10	shoot, maybe a hundred and fifty.	maybe
142812:23	but i think 0 i will probably just do it, in a roller.	probably
142874:22	they're the ones that probably *t*-1 are paying the highest.	probably
142923:78	as far as the rangers are concerned *-1, i think, i think 0 they need some, definitely need some pitching.	definitely
142972:10	but howse might be a different, uh, situation,	might
142973:23	and i think 0 you're probably right, that they, that they need some, you know, some changes in, uh, pitching coach, maybe	probably
142973:108	and i think 0 you're probably right, that they, that they need some, you know, some changes in, uh, pitching coach, maybe	maybe
143026:32	but, um, i guess 0 my favorite is probably switzerland and ireland.	probably
143233:30	main-, mainly probably because you want *-1 to see everything.	probably
143402:11	i'm probably older than you,	probably
143408:41	so i can board up their rooms, and look forward to retirement maybe.	maybe
143415:45	so, we're looking forward to *-1 retiring in about three years and maybe relocating to florida or somewhere. closer, closer to our families.	maybe
143456:23	you need very minimum four and probably five.	probably
143505:63	lot of people will buy, in your situation will buy a four bedroom house and convert maybe the garage or something or the, or do something.	maybe
143535:138	there's, uh, * seems like there's more constraints more things that she thinks about *t*-1. you know, openness, uh, the size of the kitchen and all this kind of stuff that i would probably gloss over *t*-2 and, maybe even ignore *t*-2, you know.	probably
143535:156	there's, uh, * seems like there's more constraints more things that she thinks about *t*-1. you know, openness, uh, the size of the kitchen and all this kind of stuff that i would probably gloss over *t*-2 and, maybe even ignore *t*-2, you know.	maybe
143540:10	why, certainly.	certainly
143698:20	well, well, uh, maybe it was the area 0 i was in *t*-1,	maybe
143737:26	i, i could probably pay them off any month if i wanted *-1 to *?*.	probably
143883:30	but if you use credit cards a lot you probably get more back.	probably
143920:39	i just figure 0 with the visa and american express, i probably have an,	probably
143937:8	i probably wouldn't be able *-1 to use them.	probably
143946:21	and i do use dillard's probably as, more than any of the other department stores.	probably
143984:47	well, as far as i'm concerned and it's probably apt that your call's at this time because we just got through *-2 watching, uh, reasonable doubts. which *t*-1 had a, you know, capital case in it.	probably
144309:18	i was thinking 0 maybe david robinson made a bit of a difference with kids and that sort of thing.	maybe
144315:42	i mean, of course, * drafting a franchise like him certainly,	certainly
144352:91	and i think i think 0 jordan and the, and the bulls have *-1 to be, uh, considered *-2 the likely favorites.	likely
144406:71	i think 0 they're doing the, is as much research as they can possibly do *?*, you know.	possibly
144417:11	i'm definitely not aware of how much.	definitely
144440:99	uh, if, if we were talking about the money, uh, i'd just have *-1 to say 0 what they're spending *t*-2 is probably enough, simply because i don't know that much about it. you know.	probably
144483:11	it's definitely not *?*.	definitely
144525:27	and, uh, i mean, it certainly changed my attitude about that in a hurry.	certainly
144597:33	i mean, i, i definitely think that it's the drug problem that *t*-1 needs *-2 to be addressed *-3,	definitely
144675:10	but it probably takes a lot.	probably
144932:8	you probably, uh, more up on this subject than i am *?*,	probably
145018:17	so, they certainly, uh, they certainly deserve it all the way.	certainly
145018:33	so, they certainly, uh, they certainly deserve it all the way.	certainly
145063:18	you know, she certainly did her part in * help *-1 getting me establishing in my business	certainly
145165:10	uh, probably. uh,	probably
145166:99	actually spring semester a year from now he's going *-1 to have *-2 to be in child care f-, uh, five days a week more than likely. uh, depending on how my class schedule runs *t*-3	likely
145220:18	they've been here probably thirty, forty years.	probably
145462:44	but i can, i can under-, certainly understand where,	certainly
145469:19	the thing that *t*-1 probably helps me most *-2 doing that is really, you know, uh, not so much discipline,	probably
145569:8	i might,	might
145579:13	um, i might try that because i, i have one card that i've had *t*-1 for about, uh, i don't know, nine or ten years.	might
145751:54	i'm, i'm quite a bit, i'm probably a lot older than you are *?*.	probably
145754:10	well, maybe, uh, they just moved away and then sort of lost contact.	maybe
145903:45	and the way 0 medical expenses are *t*-4 i think 0 that's probably one of the biggest benefits * to ha-, 0 you need *-2 to have *t*-3.	probably
145993:8	plus probably an additional six months through the, the worker's stuff that they have *t*-1 at, at, uh, through the company	probably
146239:24	i think 0 gluing alone, certainly if you wash it any amount of time, it tends *-1 to kind of come loose at the edges.	certainly
146432:14	i like colombo probably the best of any of those mystery things.	probably
146512:8	we might as well *?*.	might
146643:13	well, i definitely think that we need *-1 to start *-2 recycling.	definitely
146936:12	it *exp*-1 might kill you * to go up and, walk up to the door	might
146997:16	of course, you probably wear coats a lot.	probably
147023:27	we have a few days 0 you might wear a coat, winter coat, *t*-1 you know,	might
147116:24	i think 0 the automobile *ich*-2 definitely is an area and any, any industry that *t*-1 burns, you know,	definitely
147159:33	i think 0 something *ich*-2 too that you probably see *t*-3 in older states, all we, we do it down here once in a while we will have a cold spell is where people will use their fireplaces *t*-1.	probably
147385:13	what she probably would do *t*-1 is * disburse the money to me	probably
147728:23	uh, i think 0 it probably is more likely if you have a small government unit where everybody knows everybody *t*-1.	probably
147728:31	uh, i think 0 it probably is more likely if you have a small government unit where everybody knows everybody *t*-1.	likely
147733:33	but, uh, other than that i think 0 maybe it just depends on how you define honesty *t*-1.	maybe
147755:31	and personally i feel 0 it's probably, there's probably some of each.	probably
147755:45	and personally i feel 0 it's probably, there's probably some of each.	probably
147759:17	but i think 0 maybe a lot of them, um,	maybe
147772:19	the president of general motors probably has the same,	probably
147911:47	well, i have *-1 to say 0 my favorite type of music would probably be, uh, classical music.	probably
147968:30	so, i'd say, 0 vivaldi is probably my favorite, uh, composer.	probably
147974:23	uh, he's, uh, definitely one of the, one of the top of that era.	definitely
148143:6	more likely *-1 to see those at a ski show or something,	likely
148353:97	i, uh, i don't think 0 i've ever met a type of music 0 i don't like *t*-1 except for, uh, maybe, you know, heavy metal and that.	maybe
148387:57	but i, i like *-1 to listen to, uh, what you might call *t*-2 pop, easy listening country western, jazz uh, classical, um,	might
148424:8	you might try that.	might
148428:22	most, most likely i would be listen to, uh, jazz or classical music.	likely
148712:37	oh, well that's that'ud probably give you a smoother finish, wouldn't it *?*?	probably
148843:11	you're probably a veteran at this.	probably
149042:11	i'm probably eventually going *-1 to get a three eighty-six.	probably
149219:15	i think 0 probably when i get system seven *t*-1 i may have *-2 to do that and, and get another, possibly another hard disk.	probably
149219:91	i think 0 probably when i get system seven *t*-1 i may have *-2 to do that and, and get another, possibly another hard disk.	possibly
149402:10	oh, definitely.	definitely
149480:18	um, he's probably, oh, a good two years old, big, old, fat and sassy tabby.	probably
149665:45	it's on, i think 0 *t*-1, two or three nights for maybe an hour or two	maybe
149771:79	especially the democratic candidates don't seem *-1 to be coming up with much that *t*-2 really sparks my interest as far as yeah, maybe that could do something 0 *t*-3 to affect our budget at this point.	maybe
149982:8	and probably, um, they need *-1 to try *-2 to increase community involvement, that sort of thing, i think 0 *t*-3 mumblex.	probably
149984:8	i probably agree with that.	probably
149998:11	that's probably true.	probably
150002:43	i'd say 0 it's, it's probably in the top, top ten in terms of crime.	probably
150109:7	so maybe that counts.	maybe
150153:15	well, you're probably luckier than.	probably
150236:29	i didn't return it because it'd probably cost me more than,	probably
150517:76	i would think that that type of employment, you're, you're, one day you might be really tuned in and the next day, oh, a little luke warm or something	might
150551:11	those are probably the two main things 0 i like *-1 to do *t*-2.	probably
150560:93	um, in, in, in the winter, you, typically it's, it's probably too cold * to go out and do things like tennis.	probably
150680:35	i, i think 0 my ankles probably are my main weak point.	probably
150806:33	and so um, i get most of my information probably through just the news at six o'clock and then, um, * talking with people and just hearing what *t*-1's going on. mumblex.	probably
150857:108	you, you just can't get a full picture of, you know their message unless you have time 0 * to sit down and r-, and probably read something on it *t*-1.	probably
150925:79	if they reported every, if they reported every violent crime in atlanta it would take, it would probably take the whole news hour.	probably
150984:15	i guess 0 maybe one drawback of it is that if you have one juror who *t*-1 is very unreasonable in some way, that, uh, you, uh, would have a problem, uh, you know, that you wouldn't convict someone who *t*-2 maybe should be convicted *-4.	maybe
150984:155	i guess 0 maybe one drawback of it is that if you have one juror who *t*-1 is very unreasonable in some way, that, uh, you, uh, would have a problem, uh, you know, that you wouldn't convict someone who *t*-2 maybe should be convicted *-4.	maybe
151065:91	uh, one, one thing that i, i think 0 *t*-1 is, um, you know, maybe is a problem is, uh, i, i think that the criminal jury system works pretty well now,	maybe
151066:17	but i wonder if maybe in some civil cases it doesn't work as well.	maybe
151107:82	the one thing 0 i sometimes wonder about *t*-1, um, in civil cases is, uh, whether, especially sort of in, uh, maybe like pro-, product liability, or medical malpractice, where there's, um, sort of a very technical decision 0 *t*-2 to be made *-3 sometimes *t*-4	maybe
151208:106	and then, it was always exciting when we got called *-1 *-4 to, to, to go *t*-2, because then we thought 0 we might be able *-3 to do something else besides, uh, * just sit in the jury room.	might
151247:14	because you'd probably be, uh, too puritanical	probably
151251:11	that was probably it,	probably
151255:19	although in my case i might have been more, uh, sympathetic with the person who *t*-1 got caught *-2,	might
151468:18	all right, it's probably the same thing.	probably
151758:23	it's about two hundred people, maybe.	maybe
151763:22	um, the, probably the biggest challenge was * getting a place where everyone, you know, could eat comfortably and, and everything *t*-1, uh.	probably
151767:15	i guess 0 probably the most helpful thing was that, um, for the rent, we rented like a, a rescue squad building or something like that.	probably
151815:11	she looks probably like she's in her early sixties	probably
151916:8	i might as well *?*.	might
152278:47	uh, so the, uh, the benefits, uh, probably the main thing 0 i like *t*-1 about the benefits is the, uh, the, uh, very generous vacation time and sick time.	probably
152298:8	you maybe get two or three a year.	maybe
152354:23	i think 0 health care is probably the, the most pressing uh, the pressing one,	probably
152472:23	and i suppose 0 that's maybe a disadvantage of * being in a larger institution, perhaps somewhat even with the business, uh.	maybe
152498:57	uh, so i, i think 0 there it's probably a major distinction between institutions and the corporate world in, uh, institutions are slower * to react both on the growth side and then also on the reduction side where the businesses, we need *-1 to cut back, that's what we do *t*-2.	probably
152558:12	that's maybe the majority of the importance, i guess 0 *t*-1.	maybe
152575:15	i think 0 probably in a small,	probably
152578:8	you probably have a better team, uh, cooperation, or team playing, atmosphere.	probably
152647:11	that's definitely a problem.	definitely
152676:35	i, guess 0 i, i definitely agree with you,	definitely
152919:117	i mean it *exp*-3 doesn't seem right that somebody that *t*-1 makes twenty-five or thirty thousand dollars pays four or five thousand dollars in taxes while somebody that *t*-2 makes two hundred and fifty thousand dollars might pay nothing in taxes.	might
153037:35	i think, you know 0 the probably the best source of just plain journalism would be newspapers	probably
153060:24	also i have found that newspapers probably aren't as bad as television mumblex.	probably
153425:16	i'd probably, i'd probably say about a five.	probably
153425:30	i'd probably, i'd probably say about a five.	probably
153427:22	that's where i would probably be *t*-1.	probably
153454:197	uh, you know, i mean, the problem though, you know, they, if the, since the united states had this, you know, pretty much unrestricted flow of guns going for so long that i think, you know, 0 if you were introduced, you know, any controls, it would probably take a long while for them to take effect just because there is a glut of guns out there already.	probably
153480:36	if i get one, i think 0 i will probably, you know, get something.	probably
153481:8	i probably wouldn't get a hand gun.	probably
153482:11	i would probably get like a shotgun.	probably
153500:11	they are probably going *-1 to miss the person	probably
153596:24	that's, uh, sounds like probably a tighter controlled budget than what i have *t*-1.	probably
153661:18	i just have a maybe a targeted amount that i will save for *t*-1.	maybe
153663:5	probably within a year i would like *-1 to buy a new car.	probably
153672:16	uh, cars are definitely something that you have *-1 to figure *t*-2 into your budget. not only for * buying them, but for * keeping them on the road too.	definitely
153714:42	but if you are rolling it over every three years, it *exp*-1 might be advantageous * to do that.	might
153787:24	* coming from texas you're probably,	probably
153790:16	but gun control is probably frowned on *-2 quite a bit down there i would think 0 *t*-1.	probably
153957:49	i guess, i guess 0 some forms of guns should probably be controlled *-1	probably
153984:18	you know, you might do the same thing.	might
154198:8	you probably,	probably
154199:36	if you just watched it during the gulf war, that probably wouldn't wouldn't tell you much.	probably
154291:28	we found that, uh, it's definitely helped, uh, * get a handle on kind of the unnecessary expenses.	definitely
154500:51	so you have never heard of like the christian music that i listen to *t*-1 probably.	probably
154905:17	i only do it probably two or three times a week.	probably
154931:10	or they might play tennis	might
155020:13	well, it might not *?*.	might
155106:10	well, maybe it isn't in utah.	maybe
155220:46	but, uh, we don't have much of a situation where we might call them homeless people *t*-1.	might
155221:8	we certainly have a fair number of people that *t*-1 are on welfa-, welfare and unemployment insurance and that kind of thing.	certainly
155300:24	* find some extra payroll deductions is probably the only way 0 we will be able *-1 to, uh, do it *t*-2.	probably
155358:13	uh, * probably need *-2 to try *-1 to get back on the topic	probably
155760:8	oh definitely it's,	definitely
155897:36	like they send me to conferences for instance, but probably not as much as i'd like *?*	probably
155907:19	you have what you might call *t*-1 knowledge power	might
155997:7	but maybe it will keep them on their toes and a little bit more active in *-2 trying *-1 to catch up.	maybe
156005:12	uh, but maybe * standardizing on, on a, a four year term for congress senate and the, the presidency and then, uh, staggering them so that you don't,	maybe
156042:20	you know, it might only be two hour drive from here,	might
156118:31	but i've always considered automobiles to be, probably the, the prime contributor.	probably
156120:23	but it seems that automobiles would probably do more than their fair share of that.	probably
156122:22	oh, d-, definitely.	definitely
156169:48	i think 0 that's a, that's a contributor definitely.	definitely
156250:11	denver's definitely	definitely
156270:40	i mean, it, it definitely it's not at a level comparable to los angeles or denver	definitely
156300:16	well, i would probably be a junkie or s-, watch c n n a lot,	probably
156350:88	but, uh, and when you read a lot of this stuff *t*-1, the, the quality of the writing has definitely gone down in the last ten years or so,	definitely
156393:34	uh, i guess 0 a year ago you're probably watching c n n a lot,	probably
156698:11	that's probably true * considering,	probably
156720:8	quicker maybe,	maybe
156726:97	if, if the person who *t*-1's going *-2 to commit the crime knew that they were going *-3 to be punished *-4 severely, possibly capital punishment,	possibly
156756:16	um, that's probably true,	probably
156812:16	well, that's probably true.	probably
156841:5	certainly capital punishment isn't going *-1 to solve a lot of problems	certainly
156864:49	uh, premeditated murder. crimes of that nature, i think 0 *t*-1 should definitely,	definitely
156891:34	i think 0 we need, we definitely need more of it, definitely.	definitely
156891:55	i think 0 we need, we definitely need more of it, definitely.	definitely
156922:66	i mean, still, you know, since it's dormant for such a long time, there's still probably a lot of people, you know, before the tests ever really came out who *t*-1 are, who *t*-2 are draining a lot of money right now. you know,	probably
157007:11	i would probably agree with that.	probably
157057:27	uh, and, you know, it certainly doesn't seem *-1 to be a deterrent. uh, for one thing because it's used *-4 so infrequently and for another thing because i honestly don't think 0 the people that *t*-2 are committing the c-, crimes that *t*-3 would be eligible, you know, really care.	certainly
157088:89	but, but the other side to that is, 0 if you put him in prison for life, there's a chance that he might do things in prison, or, you know, and somehow redeem himself.	might
157098:96	there are cases where, you know, twenty, thirty years after the fact of * getting evidence, especially as new technology *ich*-2 comes along that *t*-1 might prove their innocence, then, oops, i'm sorry *t*-3,	might
157136:63	w-, w-, we're going *-1 to get capital punishment here probably after the second coming or something.	probably
157161:63	you know, a, a, a sixty-two year old guy is less likely * to be put *-1 on death row from what i've seen *t*-2.	likely
157168:65	, i mean, obviously, if someone of mine who *t*-1 has close died, i'd probably feel differently,	probably
157320:140	uh, i think 0 i'd like *-1 to get, uh, b m w or if i go the german route, which i'm kind of leaning towards *t*-2 right now, but, uh, or maybe a, hon-, i mean, a, a acura legend.	maybe
157328:25	a lexus, uh, s c three hundred maybe. something on that order.	maybe
157443:58	uh, i think, well, 0 something on the order of a three series, it's probably different.	probably
157571:10	but you probably pay more *ich*-1 percentage wise in other taxes.	probably
157857:30	i'll, i'll probably have about, two, two and a half years left *.	probably
157977:21	i wonder if i could possibly take it on call waiting.	possibly
158276:47	like * say 0 some young kids or something like that that *t*-1 might be inclined more towards a life of crime, had *-2 to sit and watch and, and see a guy burn or, or, you know, something or shot *-3 by a firing squad or something like that.	might
158586:51	i, i, i think 0 that's probably a really important thing because you can have doctorates and p h d's and all that kind of thing and, you know, know all the technical stuff,	probably
158639:8	you probably heard where, you know, where you stand in front of the clock and get your power back *-1 to control yourself *t*-2.	probably
158665:40	i think, i think 0 there's definitely been some changes, um,	definitely
158666:68	and i think you know, 0 the, the, um, end of the soviet union will definitely have its effect on, on the situation.	definitely
158793:98	um, you know, over, over the, uh, over, over what, what *t*-1 probably won't accomplish him, accomplish much for him politically.	probably
159024:12	well maybe, maybe you can figure out how we can stop this inertia that *t*-1's, mumblex come *-3 rolling towards, whatever it's rolling toward *t*-2 *t*-4.	maybe
159024:20	well maybe, maybe you can figure out how we can stop this inertia that *t*-1's, mumblex come *-3 rolling towards, whatever it's rolling toward *t*-2 *t*-4.	maybe
159051:7	or maybe it was on the radi-,	maybe
159123:27	and i think that, um, they might, you know, pay for that. pay for the classes and stuff	might
159139:13	so that will probably help out.	probably
159169:13	but it would definitely be something 0 * to look into *t*-1 once i get my own.	definitely
159266:17	and i think 0 maybe that avoids some of these totally ridiculous, you know, like millions and millions of dollars.	maybe
159307:15	i think 0 maybe you look at, uh, the age of the person and their station in life and, and, uh, how much longer *ich*-2 they have *t*-1 of work years that they would have *-3 to put up, you know, with, with that *t*-4.	maybe
159308:13	i mean maybe you don't award an eighty-five year old guy the same thing that you would award a twenty-one year old *t*-1.	maybe
159317:34	and that can be part of continuing education *ich*-1, maybe for judges.	maybe
159422:5	maybe they're willfully manufacturing something that they know 0 *t*-1 is hurting people out there	maybe
159442:25	but i, i certainly wouldn't want *-1 to send my parent unless it was an absolute last re-, resort.	certainly
159657:33	i think 0 i, i might like *-1 dancing to it	might
159840:39	and, and, you know, he's probably about fifty-three years old now,	probably
160007:11	it's probably a long time.	probably
160410:5	probably mumblex at all.	probably
160631:8	they might give you a little blurbs like this happened or that happened	might
160636:24	uh, but most of my news probably comes from newsweek	probably
160645:23	well, actually, it's, probably isn't less broad,	probably
160685:48	i, you know, they, they certainly have a very similar, uh, charter at least in my mind.	certainly
160719:28	uh, it, we might also be helped *-1, though, because it, it *exp*-2 will be easier * to do business over there, too.	might
160722:4	definitely.	definitely
160828:15	which *t*-1 is probably pretty nice,	probably
160911:95	well, i, i mean, i think 0 there's some people, there, y-, certainly are some things where you need infrastructure *t*-1	certainly
161145:16	schnauzers, in particular probably.	probably
161163:40	that's, that's, maybe that's, there's, uh, some credence in that statement.	maybe
161192:8	they might,	might
161312:23	but i think 0 it was probably a, an individual ferret thing, because it was f-, it was a fairly wild ferret.	probably
161409:18	in other words, they probably would not work, may not, en-, may end up *-1 not working at all d-, in the twenties.	probably
162083:104	uh, well, i, i think 0 the people that *t*-2 run, yeah, that *t*-1 run the system are the most hardened and probably the most cynical, you know.	probably
162249:15	i guess 0 probably the factors 0 we'd use *t*-1 *-2 to compare are a little different because i look for, you know, size and safety, and then mileage.	probably
162320:66	so, i guess 0 you'd have *-1 to say, 0 if i was looking, i would definitely be looking for a foreign car.	definitely
162754:7	so maybe it's the law that *t*-1 wrong in their eyes	maybe
162805:35	and they tend *-1 to view the younger fellows as more likely * to hand down a guilty verdict.	likely
162822:57	but, there, too, there are also cases in which i feel 0 a majority rule might be acceptable *t*-1, particularly, i think in civil cases.	might
162867:10	oh, certainly not,	certainly
162868:4	certainly not.	certainly
162878:8	they probably have a limit now,	probably
162896:8	you might try, uh,	might
162909:10	but it might not *?*.	might
163216:58	well, you know, uh, * talking about the lawyers, you know what *t*-1 might very well do, uh, cause a, uh, a drop in the number of lawyers and things like that, is * to set the fees for cases.	might
163221:124	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,	maybe
163225:9	so, maybe if we did that with the lawyers, so that, you know, whether it's a murder case or a, you know, a civil, uh, somebody suing somebody else, you get x dollars for that case	maybe
