Item_ID	Sentence	Expression	Context
3746:71	our, our whole weekends are divi-, are devoted *-1 to our children except for we might go out, you know, one evening or something,	might	###right.###speakera29.### she, she's really getting to the age where she's playing, and likes *-1 to go places *t*-2.###speakerb30.###uh-huh.###speakera31.###speakerb32.###yeah,###and with, you know, me being at home and * just having the one income, you know, you don't have, this lot of extra money 0 *-1 to, to do a lot of, you know, extra things *t*-2.###speakera33.###that's right.###speakerb34.###so, you, you make more fun than, you know.###you know the kids just think 0 it *exp*-1's wonderful just maybe * to go *-2 get an ice cream cone or, yeah, or, uh, you know, go *-2 get a bag of m and m's or something like that,###speakera35.###oh that's a big thrill for them.###speakerb36.### they, they think 0 that's a lot of fun.###so we just, we try *-1 to spend as much time as we can *?*.###we, you know
3841:15	i think 0 maybe we'll try *-1 to do that.	maybe	###speakera59.###that's right.###speakerb60.###speakera61.###uh-huh.###speakerb62.###and it's a indoor fun park###and it has a bunch of different rides for kids.###speakera63.###that's sounds fun too.###speakerb64.###and parents get in *-1 free###and it's like, during the week, it's like five dollars admission per child, all day.###speakera65.### and, and you said 0 about plano and campbell is *t*-1 the petting,###speakerb66.###the petting farm,###yeah.###speakera67.###that sounds fun
4116:43	it could be 0 t i --ers, i think 0 *t*-1, probably are participating more than anybody else,	probably	###speakerb81.###i'm a payroll clerk.###just an accounting clerk.###speakera82.###at t i?###speakerb83.###no, uh,###i have a friend who *t*-1 works for t i###and i work for a tire service, here in,###speakera84.###oh, i see.###speakerb85.###i'm from dallas.###speakera86.###uh-huh.###well the last two people who *t*-1 have called, both worked for t i###and i just wondered.###speakerb87.###yeah,###yeah,
4174:149	uh, i, i think 0 what they are trying *-1 to say *t*-2, is that there is a great deal of historical truth, but 0 the interpretation that *t*-1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it *t*-2 the king james version when the committee did it, wrote the translation *t*-4, that so much was lost *-3 in the translation, particularly since most of the translations were in greek.	probably	###oh.###speakera102.###speakerb103.###right.###speakera104.###we could go back to television shows.###speakerb105.###well, you know, * speaking of public tv, have you caught any of this series on the bible?###speakera106.###yes,###i have *?*.###speakerb107.###i've heard that it's really against the, well i mean that it's coming out with the idea that the bible's not true.###speakera108.###well, no.###that's, uh,###you could interpret it that way.###speakerb109.###uh-huh.###speakera110.
4185:74	so, in, as to those types of interpretations, uh, really made a difference in how one might interpret the bible now *t*-1, and what it's at *t*-2.	might	###speakerb107.###i've heard that it's really against the, well i mean that it's coming out with the idea that the bible's not true.###speakera108.###well, no.###that's, uh,###you could interpret it that way.###speakerb109.###uh-huh.###speakera110.###uh, i, i think 0 what they are trying *-1 to say *t*-2, is that there is a great deal of historical truth, but 0 the interpretation that *t*-1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it *t*-2 the king james version when the committee did it, wrote the translation *t*-4, that so much was lost *-3 in the translation, particularly since most of the translations were in greek.###speakerb111.###yeah.###speakera112.###well, for example. in greek there are seven different words for love.###speakerb113.###right.###speakera114.###okay,###so you can have,###there's one word for love of your brother, one word for love of your wife, one word for, you know, uh, love of your father, and that sort of thing.
4287:10	and i probably get more exercise than your average person.	probably	###uh-huh,###uh-huh.###speakerb12.###so, and how do you feel about it *t*-1?.###speakera13.###uh, i'm, i am a person who *t*-1 wishes 0 i had more time 0 * to exercise *t*-2.### i, i don't feel like i,###speakerb14.###speakera15.###i don't very often do things for the sake of exercise.###i don't feel well unless i am exercising###and i try *-1 to do things that *t*-2 involve exercise,###but, i very rarely do things like, um,###i've never done aerobics or any sort of structured,###this is my exercise time###speakerb16.###uh-huh.###speakera17.###but, i do lots of outdoor sports and things, bicycling, uh, you know, mountaineering, a little mountaineering, this and that,###and i spend a lot of time
4440:9	and, maybe not,	maybe	### i, i just assumed that i had,###this is the first call 0 i've done *t*-1,###speakera67.###uh-huh.###speakerb68.###and, i didn't realize that they ha-, were going *-1 to reach out to people from, all over the country.###speakera69.###speakerb70.###speakera71.###speakerb72.###you wouldn't know that.###oh, i,###speakera73.###so, it's the, it's, it's the, the act-, well it's actually,###it's interesting, because there are re-, real regional differences.###um, in california there's, uh, almost an assumption, um, unless you're, sort of, clearly of an older generation *ich*-1, or something, you know, in your sixties, or something like that,###speakerb74.###speakera75.### i'm, i'm, i'm not.###uh, there's an assumption that you do something for your physical fitness, and, and, at least in urban california.
4676:35	it's, uh, it's definitely,	definitely	###we live close to dallas,###speakera147.###uh-huh.###speakerb148.###so, uh, which, you know,###you get, uh, an influx of a lot of people from all over the country,###so, you're going *-1 to have a lot of di-, more choices,###speakera149.###uh-huh,###uh-huh.###speakerb150.### but, but, in urban areas it's, you know, steak places,###speakera151.###yeah.###yeah.###speakerb152.### an, and it's not a, you know,###speakera153.###yeah.###speakerb154.
4765:18	because, uh, most likely that will happen, won't it *?*, that, you know,	likely	###speakera25.###oh, i know,###i know.###i know.###um, i think 0 nowadays people just, really just,###murder is nothing to them, you know.###speakerb26.###well, i formulated a pretty radical theory over the last ten years, i guess 0 *t*-1.###and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted *-1, or a gal is convicted *-2, of a crime, rather than * put them in prison, because prison's proven *-3 not to work, just let them go.###* say okay, you're convicted *-1###speakera27.###huh-uh.###speakerb28.###and * just let them go###speakera29.###yeah.###speakerb30.###and if they get convicted *-1 again, well, just * kill them.###speakera31.###yeah,
4831:13	at least they might get some benefit in that,	might	###hey, people make mistakes.###speakera51.###yeah,###* to go ahead and let them go,###but if they do it again and they really need *-1 to face the consequences then, uh.###speakerb52.###well, yeah,###* use that###or, you know, there's other consequences rather than * killing them, you know,###you could, always make them the slave of the people 0 they committed the crime against *t*-1.###speakera53.###oh.###speakerb54.###speakera55.###huh-uh.###speakerb56.###you know.###speakera57.###yeah.###speakerb58.
5080:26	i don't have them all yet certainly.	certainly	###oh, yeah.###speakerb22.###it was tough,###but, uh, yeah.###do you have any others,###or is this mainly cross-stitching?###speakera23.###um, i do mostly that, um,###not very artistic *t*-1 really for like painting and stuff.###speakerb24.###oh, uh-huh.###um, yeah.###speakera25.###but, now i don't know.###speakerb26.###i'm still trying *-1 to get all the d m c colors.###speakera27.###oh, really.###yeah,###i've got the kits 0 * to put them all in *t*-1.
5196:24	i've been doing it for probably ten years or so.	probably	###speakera61.###oh, yeah.###speakerb62.###oh, well, that's neat that you like *-1 cross-stitching also.###speakera63.###yeah,### that's, that's kind of strange that we got the same call.###speakerb64.###yeah.###speakera65.###it's a mumblex call.###speakerb66.###oh, i'm sorry.###* go ahead.###speakera67.###no,###that's okay.###speakerb68.###okay, uh,###but, yeah,
5352:30	and they were saying that c n n is definitely a world, uh, news service	definitely	###c b s.###speakera13.###they all were, were tapped *-1 into c n n.###speakerb14.###were they *?*?###speakera15.###uh-uh.###speakerb16.###yeah.###speakera17.###that's the only thing 0 they broadcast *t*-1###and like you i listened to radio on my job at work.###speakerb18.###uh-huh.###speakera19.###and all this week they have been having this, uh, a discussion about 0 that is why, uh, why c n n was###well, i listen to a christian radio station.###speakerb20.###uh-huh.###speakera21.
5374:45	i guess, 0 the news just focuses on major events that *t*-1 probably, don't affect ninety-nine percent of the people who *t*-2 are right there when the news is being made *-3 *t*-4.	probably	###it was,###you can't really be sure of the quality of what you've got *t*-1, you know.###speakerb22.###huh.###speakera23.###uh, we had some, uh, some people from our church 0 *t*-1 went to israel, uh, just for a, uh, tour sort of thing.###speakerb24.###uh-huh.###speakera25.###and i was watching on tv### they, they broadcast this terrible riot *ich*-2 supposedly that *t*-1 was going on in jerusalem,###so we got all fearful for our people,###* come *-1 to find out 0 they came back and said 0 they weren't even aware of it,###speakerb26.###right.###speakera27.###and so it really made me question as to what, how do we know, you know, uh, if the news 0 we're getting *t*-2 is any good *t*-1.###so,###speakerb28.###yeah,
